Company,Category/Subject,Grade/Age Group,Link,Description,Free Service Offered
Figure,"Math, Science, STEM",High School,https://figuremath.com/classroom/,"You didn’t learn how to ride a bike by reading textbooks and listening to lectures. With Figure, learning math is like learning how to ride a bike. It’s math for the right side of your brain. With Figure, equations become alive. Students drag-and-drop their way to a solution to any equation, learning the rules of mathematics along the way. With an engaging and interactive interface, Figure reduces the barrier to entry into complex aubjects and reduces math anxiety. It allows teachers to lead a collaborative approach to all concepts ranging from Pre-Algebra, Algebra 1, Algebra 2, Physics, and beyond. From the abacus, to the slide rule, to the pocket calculator…Figure is the next step in the evolution of mathematics tools for education. GO FIGURE!","Many of the core interactive math features of Figure Classroom can be accessed without a class code. Simply create an account at https://figuremath.com/classroom/ and click ""Try Figure for Free"" in the class code window. We are also offering Figure for free to select schools who participate in our pilot program. Contact info@figuremath.com for more info."
Find Your Grind,"Intervention Resources, Counseling, Career Exploration","6th - 8th, High School, Higher Education",www.findyourgrind.com/for-educators,"Find Your Grind is a standards-aligned, online self discovery and career exploration curriculum focused on ""power skills"" and SEL resources. Increase student engagement by aligning students’ strengths and passions with their professional callings using the over 80 activities within the Find Your Grind Curriculum.",Free digital activities
Firefly Education,"Math, Reading, Writing, Spelling, Literacy, Mental Maths","K - 2nd, 3rd - 5th, 6th - 8th",https://www.fireflyeducation.com.au/about/news/covid-19-complimentary-access-to-firefly-resources-for-schools,"Teacher and student access to any of our flagship digital resources: Sound Waves Online (spelling), iMaths Online, English Stars and Think Mentals Digital Classroom.","To help schools under the current circumstances, we’re offering complimentary access to our digital resources until the end of the upcoming term."
Firefly Learning,All,"K - 2nd, 3rd - 5th, 6th - 8th, High School",https://fireflylearning.com/school-closures,"Our LMS will enable schools and teachers to deliver engaging lessons remotely, (from setting tasks to sharing resources) as well as manage parent communication efficiently.","In light of the impact of COVID-19 with school closures and substantial disruption to learning, we will be granting free access to our Firefly platform for affected schools until the end of the upcoming term."
First Time Parent Magazine,"Early Childhood, Parenting, Newborn, Infant, Toddler, Preschooler",ALL,http://www.firsttimeparentmagazine.com,Free App for parents of children aged 0-6yrs.,All ages Issue of Free Education resources + free monthly digital magazine app.
Fiveable,,,https://app.fiveable.me/,"We have free resources for AP students including live reviews, live trivia, and study guides!",Always free.
FlashAcademy,,,https://flashacademy.com/resources/home-learning-project-packs/,"Free home learning packs to support pupils with EAL. Hundreds of free resources also available for EAL, MFL & Literacy.",Free worksheets and activities
Flat,,,https://flat.io/edu,Flat for Education is a cloud-based and easy-to-use music notation software.,Free access to our full product until the end of school year
Flinn Scientific,Science,"K - 2nd, 3rd - 5th, 6th - 8th, High School",https://www.flinnsci.com/athomescience,"To help support teachers, students, and parents during school closures, Flinn Scientific is making available a robust collection of resources for science education.","The resources include:
• Access to Flinn’s unique digital learning solutions—including WhiteBox Learning, FlinnPREP, and Digital Dissection—to facilitate seamless science and engineering learning at home.
• Video labs, along with accompanying teacher and student guides, covering key science topics.
• More than 40 easy-to-implement activities that use commonly available materials.
• Video-based lab experiments conducted by Flinn’s scientific staff and broadcast online. During the broadcasts, Flinn’s full team of scientists will be available to answer questions from teachers and students viewing online."
Flipgrid,,,https://info.flipgrid.com/,"Create a video to show mastery of a math problem, act out your favorite book character or discuss a current event. Families create a private space, ask a question and learners respond with a short video. Videos can be created with ink, whiteboards, filters, images, emojis and more. Once the video is created others in the space can view videos or respond. For more instructions: https://blog.flipgrid.com/news/familylearning","Always free web site, iOS and Android apps"
